№ дела,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес места осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделением организации,Вид лицензируемой деятельности,Вид продукции, Серия лицензии,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобновления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования действия лицензии,Статус лицензии,Дата изменения статуса,Регистрационный номер лицензии,Руководитель организации,Контактный телефон,К-во лицензиатов,К-во объектов,в т.ч. объектов общественного питания,Дата государственной регистрации ЮЛ,ОГРН,Плановая проверка (когда),количество объетов,Внеплановая проверка,количество объектов,,,,,,,,,,,,
843,"ООО ""Шкала""",6827011881,682701001,"г.Мичуринск, ул.Интернацио-   нальная,54",pristan mich@mail.ru,"1.г.Мичуринск ул. Набережная, лодочная станция кафе ""Пристань""",,68,,,,68 МЕ  ,004404 ,Управление по развитию промышленности и предпринимательства Тамбовской области,28.12.2011 ,28.12.2012,,,,,действующая,,26.12.2011 № 4105,Летуновский                                       Виктор                                       Викторович,(245)                    2-35-99                        89106507242,1,1,1,9/24/2002,1026801059526,,,,,,,,,,,,,,,,
802,"ООО ""Контраст""",6827010581,682701001,"г.Мичуринск, ул.Киевская,1-а",zhanna0612@mail.ru,"1.г.Мичуринск,ул.Киевская,1-а,магазин "" Контраст""                                                  2.г.Мичуринск,ул.Лермонтова,12,магазин ""Пчелка""      3. г. Мичуринск, ул. Липецкое шоссе, 66 е - магазин",,68,,,,68 МЕ  ,004400 ,Управление по развитию промышленности и предпринимательства Тамбовской области,27.12.2011,27.12.2012,,,,,действующая,,26.12.2011 № 4101,Ледовских Жанна Анатольевна,89204774561               8(47545)  2-19-25,1,3,,12/11/2002,1026801063486,,,,,,,,,,,,,,,,
908,"ООО ""Для Вас""",6827010334,682701001,"г.Мичуринск,центральный рынок,магазин                                           ""Хозяюшка""",VHB0854@mail.ru,"1г.Мичуринск,Гостинный двор, корпус №6,кафе ""Для Вас""",,68,,,,68МЕ  ,004491,Управление по развитию промышленности и предпринимательства Тамбовской области,21.03.2012,21.03.2013,,,,,действующая,,4225 от 20.03.2012,Колпакова                                             Тамара                                  Федоровна,(245)                     5-13-60                            8-905-048-                          25-26,1,1,1,2/21/2002,1026801064113,08.08.2011,,,,,,,,,,,,,,,
1520,"ООО ""Надежда""",6827020893,682701001,"г.Мичуринск, ул.Парковая, 94, оф.32",michnadez@mail.ru,"Мичуринский р-он, п.Зеленый Гай, ул.Центральная, д.3 а -магазин",,68,,,,68 МЕ  ,004477,Управление по развитию промышленности и предпринимательства Тамбовской области,04.04.2012,04.04.2013,,,,,действующая,,от 12.03.2012 № 4210,Смагина Надежда Ивановна,"(475245) 2-41-66; 8-910-652-77-22, 89204787365",1,1,,,1106827000961,,,,,,,,,,,,,,,,
115,"ООО ""Янтарь""",6827000791,682701001,"г.Мичуринск, ул.Мира,14-а",michmak5@mail.ru,"1.ул.Мира,14-а,кафе ""Янтарь""",,68,,,,68МЕ  ,004556,Управление по развитию промышленности и предпринимательства Тамбовской области,10.05.2012,10.05.2013,,,,,действующая,,4305 от 19.04.2012,Макаров                                Владимир                             Владимирович,89107523179   89107523181,1,1,1,12/28/2002,1026801064993,,,,,,,,,,,,,,,,
175,"ООО ""Ассоль""",6827013303,682701001,"г. Мичуринск, ул. Интернациональная, 60",margarika68@bk.ru,"Мичуринский р-н, совхоз ""им. Мичурина"",ул.Петрищевой, д.4",,68,,,,68 МЕ  ,004617,Управление по развитию промышленности и предпринимательства Тамбовской области,02.06.2012,02.06.2013,,,,,действующая,,4374 от 25.05.2012,Панова                                  Ирина                                 Викторовна,(245)                              5-29-72                         8-910-655- 21-21,1,1,,12/7/2002,1026801063233,,,,,,,,,,,,,,,,
168,"ООО ""Текс""",6827015910,682701001,"г. Мичуринск, ул. Федеративная, 57",,"1. г. Мичуринск, ул. Федеративная, 55/57 - магазин ""Айсберг""",,68,,,,68МЕ  ,003879,Управление по развитию промышленности и предпринимательства Тамбовской области,29.05.2011 ,29.05.2013,,,,,действующая,,реш.3507 от 20.05.2011,Лисицин                         Олег                                     Викторович,(245)                         5-24-86                      8-905-048-          25-26,1,1,,,1066827009072,,,,,,,,,,,,,,,,
205,"ООО ""Альянс +""",6827015893,682701001,"г. Мичуринск, ул. Жуковского, 6 а",,"1. г. Мичуринск, ул. Жуковского, 6 а - закусочная ООО ""Альянс +""",,68,,,,68МЕ   ,004643,Управление по развитию промышленности и предпринимательства Тамбовской области,08.06.2012 ,08.06.2013,,,,,действующая,,4407 от 07.06.2012,Веселов                  Андрей                        Станиславович,(47545)                                       5-34-26;                                   89107521128,1,1,1,4/19/2006,1066827009050,,,,,,,,,,,,,,,,
,,,,,,"2. закусочная ""Сластена"" - г. Мичуринск, Липецкое шоссе, р-н ОАО ""з-д Прогресс""",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
212,"ООО ""Дионис - М""",6827015847,682701001,"г.Мичуринск,ул.Интернациональная,87а",y1@matresha.com,"1.ул.Интернациональная,96-а,кафейня ""Коммильфо"" 2.ул.Интернациональная,87-а,кафе ""Пицца""                                                                                                           ",,68,,,,68 МЕ  ,004638,Управление по развитию промышленности и предпринимательства Тамбовской области,14.06.2012,14.06.2013,,,,,действующая,,4401 от 05.06.2012,Корнева                   Наталья                                   Геннадьевна,(47545) 5-36-66; 89537146478   89108589176 (Злобин Юрий Олегович)                               ,1,2,2,4/6/2006,1066827008852,,,,,,,,,,,,,,,,
,,,,,," 3.Липецкое шоссе,113,корп.1,   кафе ""Манхэттен""  4.ул.Интернациональная,91, магазин  ""На Мясницкой""",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
