"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией по состоянию на 28.09.2012",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Адрес места нахождения организации,Адрес электронной почты,Адрес осуществления вида деятельности ,КПП обособленного подразделения,Код субъекта РФ,Код субъекта по месту осуществления деятельности,Серия лицензии,Номер лицензии,Дата выдачи ,Дата окончания действия ,Дата приостановления действия ,Дата возобновления действия ,Дата прекращения действия ,Дата аннулирования,Статус лицензии,Дата изменения статуса,Руководитель организации,Телефон,Приказ Минэкономразвития,Срок окончания аренды
,"ООО ""Шанс""",4101143771,410101001,"г. Петропавловск-Камчатский, ул. Лермонтова, д.12, корп.А, кв.35",,"г. Петропавловск-Камчатский, ул. Лермонтова, д.8, магазин ""Татьяна""",,41,41, к 007582,177-К,7/1/2011,7/1/2016,,,,,действующая,,,,,
,"ООО ""Шанс""",4101143771,410101001,"г. Петропавловск-Камчатский, ул. Лермонтова, д.12, корп.А, кв.35",,"г. Петропавловск-Камчатский, ул. Сахалинская., д.4, павильон ""От и До""",,41,41, к 007582,177-К,7/1/2011,7/1/2016,,,,,действующая,,,,,
651,"ООО ""Шарди""",4105039901,410501001,"г. Елизово, ул. Строительная, д.4 а, кв. 9",kk_vezus@mail.ru,"Быстринский район, с. Эссо, ул. Советская, д. 14 а",,41,41,к 008030,131-Е,9/21/2012,9/21/2013,,,,,действующая,,Мокшанова Анна Сергеевна,89147850674 Леонтина Юрьевна,Приказ о выдаче от 18.09.2012 № 487,5/25/2015
,"ООО ""Эдельвейс""",4102008567,410201001,"г. Вилючинск, ул. Вилкова, д.15, кв.18",,"г. Вилючинск, ул. Гусарова, д.39 а, магазин ""Магнолия""",,41,41, к 007684,20-В,7/22/2011,7/22/2013,,,,,действующая,,,,,
,"ООО ""Эдельвейс""",4102008567,410201001,"г. Вилючинск, ул. Вилкова, д.15, кв.18",,"г. Вилючинск, ул. Гусарова, д.41, павильон ""Эдельвейс""",,41,41, к 007684,20-В,7/22/2011,7/22/2013,,,,,действующая,,,,,
,"ООО ""Экипаж""",4101109876,410101001,"г. Петропавловск-Камчатский, Садовый переулок д.1, кв.77",,"г. Елизово, ул. Звездная, д.7а, кафе ""Экипаж"" (с сод. эт. спирта до 16,5 %)",,41,41,к 008002,297-К,8/6/2012,2/6/2013,,,,,действующая,,Колисниченко Андрей Владиславович,,Приказ о выдаче от 03.08.2012 № 381,
664,"ООО ""Эльф""",4105032487,410501001,"г. Елизово, ул. Омская, д.5,",,"г. Петропавловск-Камчатский, ул. Океанская, о/а ""Садовая"", м-н ""Эльф""",,41,41,к 006803,8-К ,2/15/2008,2/15/2013,,,,,действующая,,,8(914)6249915,,
665,"ООО ""Эмина""",4101109548,410101001,"г. Петропавловск-Камчатский, Орбитальный проезд, д.8, кв.16",,"г. Петропавловск-Камчатский, ул. Дальняя, д.24/1, в/водочный отдел м-на ""Живчик""",,41,41, к 006873,12-К,3/21/2008,3/21/2013,,,,,действующая,,,8(4152)417142,,
,,,,,,"Тигильский район, с. Тигиль, ул. Соболева, д. 1 - 4, магазин ""Радуга""",,41,41,,,,,,,,,,,,,Тигильский муниципальный район,
,"ООО ""Юбилейное""",4100018880,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.24,",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.24, магазин ""Юбилейный""",,41,41,к 006857,558-К ,12/10/2007,12/10/2012,,,,,действующая,,,,,
,"ООО ""Ювикам""",4101029155,410101001,"г. Петропавловск-Камчатский, ул. Вулканная, д.21/1,",,"г. Петропавловск-Камчатский, ул. Вулканная, д.21/1, магазин ООО ""Ювикам""",,41,41,к 007483,174-К ,2/4/2011,2/6/2016,,,,,действующая,,,,,
,"ООО ""Южный""",4100020720,410101001,"г. Петропавловск-Камчатский, ул. Абеля, д.35, кв.60",,"г. Петропавловск-Камчатский, ул. Океанская, д.54, павильон № 527",,41,41, к 007726,369-К ,8/4/2011,8/4/2013,,,8/16/2012,,действующая,,,,,
,"ООО ""Южный""",4100020720,410101001,"г. Петропавловск-Камчатский, ул. Абеля, д.35, кв.60",,"г. Петропавловск-Камчатский, ул. Ларина, д. 40, кафе ""Север"" до 16,5 градусов.",,41,41,к 007926,303-К,8/16/2012,8/4/2013,,,,,действующая,,Глиджян Грачя Серожович,89622904515,Приказ о переоформлении № 408 от 15.08.2012,договор не зарегистрирован
,"ООО ""Ю.Кам""",4105029710,410501001,"г. Елизово, ул. Связи, д.10,",,"Елизовский р-н, СОТ ""Авача"", павильон ""Продукты""",,41,41, к 007503,70-Е ,3/11/2011,3/21/2013,,,,,действующая,,,,,
674,"ООО ""ЮКИДИМ""",4101125571,410101001,"г. Петропавловск-Камчатский, ул. Вулканная, д.41,",,"г. Петропавловск-Камчатский, ул. Тушканова, д.10, в/в отдел м-на ""Юкидим""",,41,41, к 006976,102-К ,11/16/2009,11/16/2014,,,,,действующая,,,,,
,"ООО ""Юличка""",4105030666,410501001,"Елизовский р-н, п. Пионерский,  ул. Н. Коляды, д.19, кв.1",,"Елизовский р-н, 17 км объездной дороги км, шашлычная ""Юличка""",,41,41, к 007610,144-К ,6/30/2011,6/30/2016,,,,,действующая,,,,,
,"ООО ""Юличка""",4105030666,410501001,"Елизовский р-н, п. Пионерский,  ул. Н. Коляды, д.19, кв.1",,"Елизовский р-н, 16 км объездной дороги дор, шашлычная ""Ромашка""",,41,41, к 007610,144-К ,6/30/2011,6/30/2016,,,,,действующая,,,,,
,"ООО ""Юличка""",4105030666,410501001,"Елизовский р-н, п. Пионерский,  ул. Н. Коляды, д.19, кв.1",,"г. Петропавловск-Камчатский, ул. Красная Сопка, кафе-шашлычная ""Кавказская пленница""",,41,41, к 007610,144-К ,6/30/2011,6/30/2016,,,,,действующая,,,,,
,"ООО ""Юпитер""  ",4105031074,410501001,"г. Елизово, ул. Виталия Кручины, д.25/4, кв.1",,"г. Елизово, ул. Ленина, д.32 г, магазин ""Юпитер""",,41,41,к 007931,108-Е,5/11/2012,5/11/2013,,,,,действующая,,,,Приказ о выдаче от 11.05.2012 № 187,2/20/2017
,"ООО ""Ямато Групп""",4100023104,410101001,"г. Петропавловск-Камчатский, ул. Лукашевского, 5",,"г. Петропавловск-Камчатский, ул. Лукашевского, д.5, ресторан ""Ямато""",,41,41,к 007941,277-К,6/15/2012,2/15/2013,,,,,действующая,,,,Приказ о переоформлении от 09.06.2012 № 246,
,"ООО ""Янтарь"" ",4106006480,410601001,"Мильковский р-н, с. Мильково, ул. Партизанская, д.19а, кв.5",,"Мильковский р-н, с. Мильково, ул. Полевая, д.2, магазин ""Мария""",,41,41,,,,,,,,,,,,,,
,"ПО ""Атласовский хлеб""",4106005535,410601001,"Мильковский р-н, п. Атласово, ул. Толстого, д.26,",,"Мильковский р-н, п. Атласово, ул. Толстого, д.26, магазин ""Виктория""",,41,41,к 007283,2-М,8/27/2008,8/27/2013,,,,,действующая,,,,,
,"ПО ""Атласовский хлеб""",4106005535,410601001,"Мильковский р-н, п. Атласово, ул. Толстого, д.26,",,"Мильковский р-н, п. Лазо, ул. Омская, д.35б, магазин ""Надежда""",,41,41,к 007283,2-М,8/27/2008,8/27/2013,,,,,действующая,,,,,
,"ПО ""Атласовский хлеб""",4106005535,410601001,"Мильковский р-н, п. Атласово, ул. Толстого, д.26,",,"Мильковский р-н, п. Таежный, ул. Центральная, м-н ""Товары повседневного спроса",,41,41,к 007283,2-М,8/27/2008,8/27/2013,,,,,действующая,,,,,
,"ПО ""Быстринское""",4104000122,410401001,"Быстринский р-н, с. Эссо, ул. 50 лет Октября, д.9-А",,"Быстринский р-н, с. Эссо, ул. 50 лет Октября, д.9 а, магазин ""Продукты""",,41,41,к 006853,38-Б,12/21/2007,12/21/2012,,,,,действующая,,,,,
,"ПО ""Возрождение""",4105026211,410501001,"г. Елизово, ул. Завойко, д.36,",,"г. Елизово, ул. Завойко, д.36, ТЦ ""Семейный""",,41,41, к 007548,26-Е ,6/2/2011,6/2/2016,,,,,действующая,,,,,
,"ПО ""Возрождение""",4105026211,410501001,"г. Елизово, ул. Завойко, д.36,",,"Елизовский р-н, п. Раздольный, ул. Ралдугина, д.8, магазин № 3",,41,41, к 007548,26-Е ,6/2/2011,6/2/2016,,,,,действующая,,,,,
,"ПО ""Доброе""",4105030095,410501001,"Елизовский р-н, п. Сокоч, Школьный переулок д.1, кв.2",,"Елизовский р-н, п. Сокоч, ул. Лесная, д.8, в/в отдел м-на ""Русич-2""",,41,41, к 007636,22-Е ,7/7/2011,7/7/2016,,,,,действующая,,,,,
,"ПО ""Елизовский  хлебокомбинат""",4105002725,410501001,"г. Елизово, ул. Беринга, д.31,",,"г. Елизово, ул. Беринга, д.31, кафетерий ПО ""Елизовский хлебокомбинат""",,41,41, к 007491,69-Е ,3/2/2011,3/2/2016,,,,,действующая,,,,,
,"ПО ""Елизовский  хлебокомбинат""",4105002725,410501001,"г. Елизово, ул. Беринга, д.31,",,"Елизовский р-н, п. Коряки, ул. Шоссейная, д.1, магазин № 4",,41,41, к 007491,69-Е ,3/2/2011,3/2/2016,,,,,действующая,,,,,
,"ПО ""Елизовский  хлебокомбинат""",4105002725,410501001,"г. Елизово, ул. Беринга, д.31,",,"Елизовский р-н, п. Лесной, ул. Чапаева, д.2, магазин №6",,41,41, к 007491,69-Е ,3/2/2011,3/2/2016,,,,,действующая,,,,,
,"ПО ""Елизовское""",4105002316,410501001,"г. Елизово, ул. Беринга, д.22",,"г. Елизово, ул. Завойко, д.127, ""Товары повседневного спроса""",,41,41, к 007433,65-Е ,12/30/2010,12/30/2015,,,,,действующая,,,,,
688,"ПО ""Звездное""",4105036900,410501001,"г. Елизово, ул. Звездная, д.29,",,"г. Елизово, ул. Звездная, магазин №29, ""Звездный""",,41,41,к 007337,54-Е ,3/22/2010,3/22/2013,,,,,действующая,,,8(914)0228778,,
,"ПО ""Камчатка""",4109003173,410901001,"Усть-Камчатский р-н, п. Козыревск, ул. Ленинская, д.49,",,"Усть-Камчатский р-н, п. Козыревск, ул. Ленинская, д.49, магазин ПО ""Камчатка""",,41,41,  к 007701,8-УК,7/15/2011,7/15/2013,,,,,действующая,,,,,
691,"ПО ""Камчатское Поселковое Потребительское Общество""",4105034741,410501001,"г. Елизово, ул. 40 лет Октября, д.5, кв.97",,"Елизовский р-н, п. Пионерский,  ул. Н. Коляды, д.9, магазин ""Универмаг""",,41,41, к 007311,37-Е ,4/24/2009,4/24/2014,,,,,действующая,,,,,
,,,,,,"г. Елизово, ул. Магистральная, д.226,  магазин ""Полинка""",,41,41,к 008022,126-Е,9/4/2012,9/4/2013,,,,,действующая,,,,Приказ о выдаче от 31.08.2012 № 447,12/1/2016
,"ПО ""Корфский рыбкооп""",8201001150,820101001,"Олюторский р-н, с. Корф, ул. Советская,",,"Олюторский р-н, с. Корф, ул. Пилота, д.12, магазин № 3",,41,41, к 006957,4-Ол ,5/12/2009,5/12/2014,,,,,действующая,,,,,
,"ПО ""Торговый дом ""Воланд""",4101105430,410101001,"г. Петропавловск-Камчатский, ул. Вулканная, д.21,",,"Елизовский р-н, п. Малки, трасса г. Петропавловск-Камчатский - с. Мильково, закусочная ""Источник""",,41,41, к 007727,370-К ,8/4/2011,8/4/2016,,,,,действующая,,,,,
